algorithm,pBug,pValid,times,index,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0,0,0,0,0,20,1,0,0
uniform,0,0,10,1,1.0,0.5,0.0,2.0,2,2,1.0,2.0
uniform,0,0,10,2,0.783333333333,0.29,5.0,11.0,12,3,2.0,11.0
uniform,0,0,10,3,0.786666666667,0.22,2.0,4.0,8,4,1.0,4.0
uniform,0,0,10,4,0,0,0,0,17,4,0,0
uniform,0,0,10,5,0.74,0.74,3.0,5.0,8,1,2.0,5.0
uniform,0,0,10,6,0,0,0,0,39,2,0,0
uniform,0,0,10,7,0.816666666667,0.23,8.0,11.0,10,4,2.0,11.0
uniform,0,0,10,8,0,0,0,0,24,1,0,0
uniform,0,0,10,9,0,0,0,0,19,5,0,0
uniform,0,0,10,10,0,0,0,0,25,1,0,0
uniform,0,0,10,11,0.09,0.09,1.0,2.0,3,2,1.0,2.0
uniform,0,0,10,12,1.0,0.5,0.0,2.0,2,2,1.0,2.0
uniform,0,0,10,13,0,0,0,0,20,6,0,0
uniform,0,0,10,14,0,0,0,0,12,1,0,0
uniform,0,0,10,15,0,0,0,0,15,8,0,0
uniform,0,0,10,16,0,0,0,0,11,2,0,0
uniform,0,0,10,17,0,0,0,0,14,2,0,0
uniform,0,0,10,18,0.9,0.181666666667,7.0,11.0,10,6,2.0,11.0
uniform,0,0,10,19,0,0,0,0,14,2,0,0
randomForest,0,0,10,0,0.75,0.75,3.0,11.0,20,1,2.0,11.0
randomForest,0,0,10,1,1.0,0.5,0.0,2.0,2,2,1.0,2.0
randomForest,0,0,10,2,0,0,0,0,12,3,0,0
randomForest,0,0,10,3,0.97,0.245,3.0,4.0,8,4,1.0,4.0
randomForest,0,0,10,4,0.798333333333,0.2075,3.0,9.0,17,4,2.0,9.0
randomForest,0,0,10,5,0.93,0.93,2.0,5.0,8,1,2.0,5.0
randomForest,0,0,10,6,0,0,0,0,39,2,0,0
randomForest,0,0,10,7,0.815,0.2075,3.0,11.0,10,4,2.0,11.0
randomForest,0,0,10,8,0,0,0,0,24,1,0,0
randomForest,0,0,10,9,0.055,0.02,1.0,11.0,19,5,2.0,11.0
randomForest,0,0,10,10,0.81,0.81,3.0,11.0,25,1,2.0,11.0
randomForest,0,0,10,11,0.01,0.01,1.0,2.0,3,2,1.0,2.0
randomForest,0,0,10,12,1.0,0.5,0.0,2.0,2,2,1.0,2.0
randomForest,0,0,10,13,0,0,0,0,20,6,0,0
randomForest,0,0,10,14,0.2,0.2,0.0,11.0,12,1,2.0,11.0
randomForest,0,0,10,15,0.97,0.12125,0.0,11.0,15,8,2.0,11.0
randomForest,0,0,10,16,0.85,0.425,2.0,7.0,11,2,2.0,7.0
randomForest,0,0,10,17,0.79,0.425,3.0,5.0,14,2,2.0,5.0
randomForest,0,0,10,18,0.97,0.161666666667,0.0,11.0,10,6,2.0,11.0
randomForest,0,0,10,19,0.03,0.015,0.0,6.0,14,2,2.0,6.0
0.0,0.6,0.0,10,0,0.83,0.83,0.0,11.0,20,1,2.0,11.0
0.0,0.6,0.0,10,1,1.0,0.5,0.0,2.0,2,2,1.0,2.0
0.0,0.6,0.0,10,2,0.955,0.326666666667,2.0,11.0,12,3,2.0,11.0
0.0,0.6,0.0,10,3,0.975,0.2475,2.0,4.0,8,4,1.0,4.0
0.0,0.6,0.0,10,4,0.955,0.2475,3.0,9.0,17,4,2.0,9.0
0.0,0.6,0.0,10,5,0.93,0.93,0.0,5.0,8,1,2.0,5.0
0.0,0.6,0.0,10,6,0.88,0.44,3.0,11.0,39,2,2.0,11.0
0.0,0.6,0.0,10,7,0.93,0.2325,0.0,11.0,10,4,2.0,11.0
0.0,0.6,0.0,10,8,0.7,0.7,1.0,11.0,24,1,2.0,11.0
0.0,0.6,0.0,10,9,0.965,0.224,5.0,11.0,19,5,2.0,11.0
0.0,0.6,0.0,10,10,0.85,0.85,0.0,11.0,25,1,2.0,11.0
0.0,0.6,0.0,10,11,0.98,0.49,0.0,2.0,3,2,1.0,2.0
0.0,0.6,0.0,10,12,1.0,0.5,0.0,2.0,2,2,1.0,2.0
0.0,0.6,0.0,10,13,0,0,0,0,20,6,0,0
0.0,0.6,0.0,10,14,0.78,0.78,0.0,11.0,12,1,2.0,11.0
