0,P,0.2848857178637804
2,5,P,0.17378028889062633
2,4,P,0.17378028888286945
1,5,P,0.17378028887452765
5,15,P,0.03133742914421632
2,15,P,0.03133742914421632
2,40,P,0.007834357285190488
2,18,P,0.007834357285190488
2,41,P,0.007834357277344127
2,39,P,0.007834357277344127
2,36,P,0.007834357277344127
2,25,P,0.007834357277344127
2,13,P,0.0078343572773272
2,17,P,0.007834357218006346
2,33,P,0.007834357028087368
31,P,0.00541822865255532
11,P,0.005418228558252573
5,21,P,0.004642582095369143
2,6,P,0.004642582095369142
2,38,P,0.004642582095369142
2,14,P,0.004642582095369142
5,9,P,0.004642582086932093
2,29,P,0.0033051194798905787
2,37,P,0.0033051194512481574
2,27,P,0.0033051194512481574
2,10,P,0.002567162194112036
5,23,P,0.002567162146073752
2,30,P,0.0020989683017968368
7,P,0.0017754451643575899
19,P,0.0017754451643575899
2,34,P,0.001775352461715955
16,P,8.027005404564197E-4
12,P,8.027005404564197E-4
28,P,8.027005404564196E-4
26,P,8.027005404564196E-4
20,P,4.3117242594782206E-4
22,P,1.670406652992786E-4
35,P,1.1423089335564163E-4
32,P,8.156383779682573E-5
24,P,6.0270518342556835E-5
