3,P,0.7
11,P,0.1
4,2,P,0.08
0,4,1,P,0.05
4,9,P,0.01
4,5,P,0.01
4,14,1,P,0.01
12,P,0.01
10,P,0.01
0,4,13,P,0.01
4,14,13,P,0.0
