1,P,0.59
16,9,P,0.06
16,19,P,0.06
5,9,P,0.05
13,P,0.05
12,P,0.05
5,16,P,0.04
10,9,P,0.04
5,2,3,P,0.01
5,19,3,P,0.01
5,10,3,P,0.01
18,P,0.01
16,20,P,0.01
10,19,3,P,0.01
0,10,19,P,0.01
0,10,20,P,0.0
