9,P,0.36
0,5,P,0.22
3,P,0.11
1,2,5,P,0.09
0,4,P,0.06
6,P,0.04
4,1,2,P,0.02
0,23,P,0.02
7,P,0.01
18,5,P,0.01
1,21,5,P,0.01
1,2,23,P,0.01
1,14,5,P,0.01
0,26,P,0.0
