algorithm,pBug,pValid,times,index,precision,recall,auc,wasted,tests,files,bugged,bugsIDS,pack
uniform,0,0,10,0,0.0367408711035,0.0367408711035,0.5625,7,11,52,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\fetch'"
uniform,0,0,10,1,0.0873891966381,0.0873891966381,0.666666666667,4,11,28,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\serialization\\serializer\\record\\string'"
uniform,0,0,10,2,0.453024279945,0.239836383546,0.613095238095,6,11,21,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\storage\\impl\\local'"
uniform,0,0,10,3,0.385878036805,0.204288372465,0.598214285714,7,11,46,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\storage\\impl\\local'"
uniform,0,0,10,4,0.0976697339224,0.0976697339224,0.625,3,9,12,1,5,"""['src\\test\\java\\com\\orientechnologies\\orient\\core\\db\\record'"
uniform,0,0,10,5,0.515991993742,0.515991993742,1.0,0,11,14,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\sql\\functions\\misc'"
uniform,0,0,10,6,0.0584900908409,0.0584900908409,0.461805555556,7,11,42,2,5,"""['src\\main\\java\\com\\orientechnologies\\common\\io'"
uniform,0,0,10,7,0.368676748378,0.368676748378,1.0,0,11,23,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\fetch'"
uniform,0,0,10,8,0.509436365044,0.509436365044,1.0,0,11,29,1,5,"""['src\\main\\java\\com\\orientechnologies\\common\\io'"
uniform,0,0,10,9,0.471031392161,0.252482761437,0.791666666667,6,11,24,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\metadata\\schema'"
uniform,0,0,10,10,0.841246291525,0.440652819441,0.75,2,11,17,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\metadata\\schema'"
uniform,0,0,10,11,0.0780287718463,0.0780287718463,0.75,1,11,19,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\serialization\\serializer\\record'"
uniform,0,0,10,12,0.0887809617926,0.0887809617926,0.75,1,11,21,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\type'"
uniform,0,0,10,13,0.406506704245,0.215241986287,0.633333333333,5,11,52,2,5,"""['src\\main\\java\\com\\orientechnologies\\common\\concur\\resource'"
uniform,0,0,10,14,0.789654659801,0.4155077176,0.791666666667,2,11,19,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\db\\document'"
uniform,0,0,10,15,0.396127436045,0.396127436045,1.0,0,11,24,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core'"
uniform,0,0,10,16,0.597511732717,0.597511732717,1.0,0,11,28,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\fetch\\json'"
uniform,0,0,10,17,0.409765987077,0.236735679175,1.0,6,11,44,2,5,"""['src\\test\\java\\com\\orientechnologies\\orient\\core\\storage\\impl\\local'"
uniform,0,0,10,18,0.386880869942,0.386880869942,1.0,0,11,22,1,5,"""['src\\test\\java\\com\\orientechnologies\\orient\\core\\index'"
uniform,0,0,10,19,0.465675336921,0.246534001946,0.598214285714,7,11,28,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\metadata\\schema'"
randomForest,0,0,10,0,0.259038576918,0.259038576918,0.666666666667,2,11,52,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\fetch'"
randomForest,0,0,10,1,0.376398356108,0.376398356108,1.0,0,11,28,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\serialization\\serializer\\record\\string'"
randomForest,0,0,10,2,0.861289866375,0.430671580359,0.542483660131,18,11,21,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\storage\\impl\\local'"
randomForest,0,0,10,3,0.829016676625,0.418441202786,0.6625,4,11,46,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\storage\\impl\\local'"
randomForest,0,0,10,4,0.00614859539859,0.00614859539859,0.571428571429,6,9,12,1,5,"""['src\\test\\java\\com\\orientechnologies\\orient\\core\\db\\record'"
randomForest,0,0,10,5,0.909277410915,0.909277410915,1.0,0,11,14,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\sql\\functions\\misc'"
randomForest,0,0,10,6,0.487623148206,0.487623148206,0.708333333333,2,11,42,2,5,"""['src\\main\\java\\com\\orientechnologies\\common\\io'"
randomForest,0,0,10,7,0.057422692975,0.057422692975,0.75,1,11,23,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\fetch'"
randomForest,0,0,10,8,0.841563137413,0.841563137413,1.0,0,11,29,1,5,"""['src\\main\\java\\com\\orientechnologies\\common\\io'"
randomForest,0,0,10,9,0.202449174706,0.145712607132,0.5375,3,11,24,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\metadata\\schema'"
randomForest,0,0,10,10,0.697357130653,0.465677021089,0.666666666667,1,11,17,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\metadata\\schema'"
randomForest,0,0,10,11,0.0138744277281,0.0138744277281,0.666666666667,2,11,19,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\serialization\\serializer\\record'"
randomForest,0,0,10,12,0.0532136165912,0.0532136165912,0.666666666667,2,11,21,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\type'"
randomForest,0,0,10,13,0.921529553741,0.463634899262,0.6625,4,11,52,2,5,"""['src\\main\\java\\com\\orientechnologies\\common\\concur\\resource'"
randomForest,0,0,10,14,0.996501894139,0.498292734221,0.6625,4,11,19,2,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core\\db\\document'"
randomForest,0,0,10,15,0.0656889343897,0.0656889343897,0.666666666667,2,11,24,1,5,"""['src\\main\\java\\com\\orientechnologies\\orient\\core'"
