0,P,0.9959512707833131
26,P,0.0013375134904548842
30,P,0.0013375134091319488
12,P,3.583444662424082E-4
20,28,P,1.632707013731561E-4
20,27,P,1.6327070137091878E-4
3,20,P,1.6327070131130645E-4
16,P,1.3703312088445883E-4
11,P,1.3703311941295844E-4
17,P,6.377761760237448E-5
18,P,6.377761760237447E-5
20,22,P,4.0817675343125985E-5
13,P,3.371441738374074E-5
14,20,P,2.4188251956220494E-5
15,20,P,1.3173831104326926E-5
8,20,P,4.806394615031246E-6
9,20,P,4.143161548789356E-6
7,20,P,3.0805393486691344E-6
