3,P,0.9974823106165497
2,11,P,0.0010520321238827604
2,7,P,8.171375130898619E-4
2,10,P,4.896340182296376E-4
0,2,P,9.876062536910937E-5
2,9,P,2.4690156317065583E-5
2,12,P,1.463120375952274E-5
2,8,P,1.4631203759522732E-5
0,6,P,6.172539042807257E-6
