algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.338076923077,0.338076923077,6.61538461538,8.46153846154,25.1538461538,1.07692307692,1.84615384615,8.46153846154
randomForest,0,0,10,0.125384615385,0.125384615385,1.23076923077,1.69230769231,25.1538461538,1.07692307692,0.461538461538,1.69230769231
0.0,0.6,0.0,10,0.0,0.0,0.0,0,25.1538461538,1.07692307692,0,0
0.1,0.6,0.1,10,0.141153846154,0.141153846154,2.76923076923,3.38461538462,25.1538461538,1.07692307692,0.615384615385,3.38461538462
0.2,0.6,0.2,10,0.256538461538,0.256538461538,4.53846153846,5.61538461538,25.1538461538,1.07692307692,1.07692307692,5.61538461538
uniform,0,0,20,0.272948717949,0.273076923077,14.8461538462,18.4615384615,72.3846153846,1.23076923077,3.61538461538,18.4615384615
randomForest,0,0,20,0.0607692307692,0.0607692307692,2.69230769231,3.23076923077,72.3846153846,1.23076923077,0.538461538462,3.23076923077
0.0,0.6,0.0,20,0.0461538461538,0.0461538461538,1.38461538462,1.61538461538,72.3846153846,1.23076923077,0.230769230769,1.61538461538
0.1,0.6,0.1,20,0.22641025641,0.226538461538,7.92307692308,9.69230769231,72.3846153846,1.23076923077,1.76923076923,9.69230769231
0.2,0.6,0.2,20,0.365,0.365384615385,14.4615384615,17.7692307692,72.3846153846,1.23076923077,3.30769230769,17.7692307692
uniform,0,0,30,0.198974358974,0.199871794872,22.7692307692,26.1538461538,122.461538462,1.53846153846,3.38461538462,26.1538461538
randomForest,0,0,30,0.159871794872,0.16,8.30769230769,9.53846153846,122.461538462,1.53846153846,1.23076923077,9.53846153846
0.0,0.6,0.0,30,0.0588461538462,0.0588461538462,4.15384615385,4.76923076923,122.461538462,1.53846153846,0.615384615385,4.76923076923
0.1,0.6,0.1,30,0.231025641026,0.22858974359,16.5384615385,19.0,122.461538462,1.53846153846,2.46153846154,19.0
0.2,0.6,0.2,30,0.302179487179,0.304615384615,23.4615384615,27.1538461538,122.461538462,1.53846153846,3.69230769231,27.1538461538
uniform,0,0,40,0.138333333333,0.137692307692,22.6923076923,26.7692307692,147.923076923,1.53846153846,4.07692307692,26.7692307692
randomForest,0,0,40,0.216025641026,0.21,15.3846153846,18.1538461538,147.923076923,1.53846153846,2.76923076923,18.1538461538
0.0,0.6,0.0,40,0.0819230769231,0.0748717948718,7.84615384615,9.15384615385,147.923076923,1.53846153846,1.30769230769,9.15384615385
0.1,0.6,0.1,40,0.246923076923,0.245,23.0,27.0769230769,147.923076923,1.53846153846,4.07692307692,27.0769230769
0.2,0.6,0.2,40,0.273461538462,0.272692307692,26.3076923077,31.3076923077,147.923076923,1.53846153846,5.0,31.3076923077
