1,P,0.9675673295963405
3,4,P,0.019192729105803275
0,4,5,P,0.011707564753949936
3,6,P,6.14159703005185E-4
2,4,5,P,5.278000494909381E-4
0,5,6,P,3.735274708964414E-4
2,5,6,P,1.6889320513609977E-5
