0,P,0.9992148418438623
1,P,2.4862956737206534E-4
9,P,1.822118596514577E-4
5,P,1.822118596514577E-4
10,11,P,4.095142809678847E-5
4,11,P,4.095142808491559E-5
2,11,P,2.426751294834434E-5
8,11,P,2.426751294812468E-5
7,11,P,1.7276383729836218E-5
6,11,P,1.3418963954164116E-5
3,11,P,1.0971639700575384E-5
