0,51,P,0.710770298782944
30,51,P,0.058226302850405726
31,51,P,0.0402671130263827
21,51,P,0.04026711302594062
26,51,P,0.030779855902953613
19,51,P,0.027536697665984083
29,51,P,0.024912065364183715
20,51,P,0.024912065361598013
23,51,P,0.019373154880036218
24,51,P,0.018036520309040457
27,51,P,0.0017593324226922653
15,51,P,7.422183658861556E-4
14,51,P,5.764980483247121E-4
12,51,P,4.713574946113941E-4
13,51,P,4.713574945865168E-4
28,51,P,3.454413179211046E-4
25,51,P,3.454413176716481E-4
22,51,P,2.071663688370542E-4
