1,P,0.8959778597089985
3,4,P,0.0895977864792437
0,4,5,P,0.008959778647472797
3,6,P,0.002867093555620276
2,4,5,P,0.002239944658082401
0,5,6,P,2.8585991436462684E-4
2,5,6,P,7.167703621776888E-5
