2,15,P,0.7590763845459298
15,29,P,0.034220656669751326
15,33,P,0.0202789076640039
15,34,P,0.02027890766400389
15,30,P,0.02027890766400389
15,32,P,0.020278907659881076
15,31,P,0.014436839537624873
15,27,P,0.01443683862225293
15,23,P,0.01443683862225293
8,P,0.010444149860811014
15,26,P,0.009168342926420606
11,15,P,0.00775478123637572
10,15,P,0.0077547812119453585
15,24,P,0.007754781144237498
15,28,P,0.005927692146445196
15,19,P,0.005927692146445196
15,17,P,0.005303113380405966
15,25,P,0.0053031133646335195
15,20,P,0.004797652511161637
15,18,P,0.004380189434491878
15,21,P,0.004029578201479109
15,22,P,0.0037309437854426597
