0,P,0.5657400366076893
17,P,0.08381333806452929
1,P,0.08381333806452929
6,7,P,0.056574003869655706
9,P,0.035358752228996364
14,P,0.035358752228996364
4,P,0.0195519757097098
6,11,P,0.014143500965445773
7,8,P,0.01414350094055467
7,19,P,0.01414350094055467
16,P,0.012416790965885447
15,P,0.012416790965885447
12,P,0.00858698387378152
5,P,0.006293098270558325
18,P,0.006293098270558325
10,P,0.006293098270558325
7,13,P,0.005966789457114788
2,7,P,0.004634542358030304
3,7,P,0.003789303690542164
8,11,P,0.003535875242271434
11,19,P,0.0035358752422713874
11,13,P,0.0014916973676132176
2,11,P,0.001158030432927179
3,11,P,9.473259713410631E-4
