2,P,0.5783396717629257
0,1,P,0.3527872010779719
1,3,P,0.01590434100200047
0,5,P,0.015904341002000465
7,P,0.015450482906750008
4,P,0.015450482618582484
0,6,P,0.005211534422653212
3,5,P,7.169989810443675E-4
3,6,P,2.3494622607145424E-4
