0,2,P,0.9839830496068201
2,6,P,0.010945487182842769
0,4,P,0.004414409889469408
1,3,4,P,4.402519080946677E-4
3,4,5,P,1.1034129754793873E-4
4,6,P,4.910408110760372E-5
3,4,6,P,2.4990708401574613E-5
1,4,6,P,2.4973516676691323E-5
4,5,6,P,7.39180903939334E-6
