2,17,P,0.18457013904129657
10,17,P,0.1331325592967341
18,P,0.12764840551048734
53,P,0.04182782950562043
17,57,P,0.03328313979019725
4,17,P,0.03328302228566086
9,17,P,0.019723342119736857
17,28,P,0.019723342119566174
17,55,P,0.019723342115556458
17,29,P,0.019723342083722676
17,19,P,0.019723342083722655
12,17,P,0.014041324614557767
11,17,P,0.014041324614214905
17,51,P,0.014041324614038973
17,43,P,0.014041324614036036
17,35,P,0.01404132461396068
17,25,P,0.01404132461396068
17,36,P,0.01404132461392014
17,49,P,0.014041324613824607
17,31,P,0.014041324526386472
17,20,P,0.010906219257247763
5,17,P,0.010906219242938192
8,17,P,0.01090621924145954
17,45,P,0.010906219226488606
17,41,P,0.010906219048644899
17,30,P,0.010906219048644899
26,P,0.010158019444249964
17,38,P,0.008917164946771902
17,33,P,0.008917164946771902
17,32,P,0.008917164946771902
3,17,P,0.008917164946249737
17,42,P,0.00891716494454236
17,34,P,0.008917164928407096
17,23,P,0.008917164879416684
17,52,P,0.0075423295178422434
17,56,P,0.007542329515112607
17,50,P,0.007542329514944438
17,21,P,0.007542329514944438
7,17,P,0.0075423295021797175
17,37,P,0.007542329464218996
17,24,P,0.007542329464218996
17,48,P,0.006535076327979306
6,17,P,0.006535076236914937
17,22,P,0.00576529574935711
17,47,P,0.00515782811102532
17,46,P,0.004666214809586563
17,44,P,0.001716639270422307
13,P,7.834656144581222E-5
