0,P,0.9942791742910829
131,P,0.0013352679472427738
147,P,0.0013352678660563712
141,P,3.577428514237659E-4
35,58,P,1.629965871920708E-4
35,144,P,1.6299658719192515E-4
35,108,P,1.6299658718977382E-4
13,35,P,1.6299658713026636E-4
35,146,P,1.6299658700052314E-4
72,P,1.368031014460181E-4
164,P,1.368031014460181E-4
84,P,1.3680310029419776E-4
166,P,1.368030553475654E-4
161,P,6.367054175056913E-5
135,P,6.367054175056913E-5
35,125,P,4.074914679792922E-5
35,106,P,4.074914679736639E-5
35,122,P,4.0749146796997056E-5
35,59,P,4.074914679699703E-5
35,69,P,4.0749146796558164E-5
35,171,P,4.074914679460246E-5
11,35,P,4.074914658969641E-5
91,P,3.36578144547635E-5
155,P,3.36578144547635E-5
73,P,3.365781445476349E-5
143,P,3.365781445476349E-5
130,P,3.365781445476349E-5
35,128,P,2.4147642546389754E-5
35,105,P,2.414764254638965E-5
35,152,P,2.4147642546389428E-5
35,172,P,2.414764254638942E-5
35,121,P,2.4147642546063297E-5
35,118,P,2.4147642543209436E-5
35,127,P,2.4147642543209382E-5
35,139,P,2.414764253346936E-5
99,P,1.9468207996690683E-5
92,P,1.9468207996690683E-5
83,P,1.9468207996690683E-5
67,P,1.9468207996690683E-5
61,P,1.9468207996690683E-5
160,P,1.9468207996690683E-5
140,P,1.9468207996690683E-5
35,64,P,1.719104630540996E-5
35,60,P,1.719104630540996E-5
35,119,P,1.719104630540996E-5
12,35,P,1.7191046303938065E-5
35,116,P,1.719104629748819E-5
35,163,P,1.7191046233162808E-5
35,102,P,1.7191045053678794E-5
35,149,P,1.3352680422575676E-5
35,48,P,1.3352680422571031E-5
35,126,P,1.3352680418703402E-5
35,39,P,1.3352680415543016E-5
98,P,1.2044401159362184E-5
68,P,1.2044401159362184E-5
162,P,1.2044401159362184E-5
85,P,1.2044401159362182E-5
65,P,1.2044401159362182E-5
35,115,P,1.0917445450429919E-5
35,70,P,1.0917445450429905E-5
35,38,P,9.234209714483731E-6
35,75,P,9.234209687021036E-6
35,36,P,9.234209687021009E-6
35,79,P,9.234209652321243E-6
35,44,P,9.234209626941136E-6
21,P,7.85169364897333E-6
66,P,7.851693648973328E-6
46,P,7.851693648973326E-6
35,150,P,6.314821627896285E-6
23,P,5.337494667150197E-6
177,P,5.337494667150197E-6
81,P,5.337494667150196E-6
35,49,P,4.442726562172764E-6
97,P,3.755138264100482E-6
45,P,3.755138264100482E-6
176,P,3.755138264100482E-6
159,P,3.755138264100482E-6
157,P,3.755138264100482E-6
154,P,3.755138264100482E-6
137,P,3.755138264100482E-6
101,P,3.755138264100482E-6
87,P,2.718749080433102E-6
34,P,2.718749080433102E-6
165,P,2.718749080433102E-6
151,P,2.718749080433102E-6
94,P,2.718749080433101E-6
43,P,2.016850497899272E-6
168,P,2.016850497899272E-6
96,P,1.5277431042361605E-6
55,P,1.5277431042361605E-6
25,P,1.52774310423616E-6
167,P,1.52774310423616E-6
22,P,1.1784356823079165E-6
95,P,9.235680747850212E-7
78,P,9.235680747850212E-7
54,P,9.235680747850212E-7
109,P,9.235680747850207E-7
93,P,7.340671110864027E-7
29,P,7.340671110864027E-7
156,P,7.340671110864027E-7
138,P,7.340671110864027E-7
114,P,7.340671110864027E-7
74,P,5.908038347479832E-7
56,P,5.908038347479832E-7
40,P,5.908038347479832E-7
31,P,5.908038347479832E-7
113,P,5.908038347479832E-7
28,P,4.808664385956947E-7
20,P,4.808664385956947E-7
42,P,3.2805324955691946E-7
41,P,3.2805324955691946E-7
47,P,2.744802598382237E-7
30,P,2.744802598382237E-7
27,P,2.744802598382237E-7
