0,1,3,4,5,6,7,8,9,10,2,11,error,
0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,1,1,1,1,1,1,1,0,0,0,1,
0,0,0,0,0,0,0,1,0,1,0,0,0,
0,0,0,1,0,0,0,0,1,0,0,0,0,
0,0,1,0,1,1,0,0,1,0,0,0,0,
1,0,0,0,0,1,1,0,1,1,1,1,1,
1,0,0,0,0,1,0,0,1,1,1,0,1,
