algorithm,pBug,pValid,times,index,precision,recall,auc,wasted,tests,files,bugged,bugsIDS,pack
uniform,0,0,10,0,0.652164871601,0.345263755619,0.708333333333,2,10,16,2,5,"""['org.eclipse.cdt.core\\src\\org\\eclipse\\cdt\\internal\\core\\cdtvariables'"
uniform,0,0,10,1,0.863035765726,0.303154968424,0.638888888889,3,11,11,3,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests'"
uniform,0,0,10,2,0.830516997394,0.439318537008,0.791666666667,2,11,7,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\db'"
uniform,0,0,10,3,0.755873826401,0.400168496407,0.708333333333,2,11,10,2,5,"""['org.eclipse.cdt.core.tests\\parser\\org\\eclipse\\cdt\\core\\parser\\tests'"
uniform,0,0,10,4,0.813548118203,0.813548118203,1.0,0,10,6,2,5,"""['org.eclipse.cdt.core.tests\\misc\\org\\eclipse\\cdt\\core\\internal\\errorparsers\\tests'"
uniform,0,0,10,5,0.950591283212,0.358790468559,1.0,0,11,9,3,5,"""['org.eclipse.cdt.core\\model\\org\\eclipse\\cdt\\core\\settings\\model\\extension'"
uniform,0,0,10,6,0.810635217679,0.294776442875,0.75,1,11,9,3,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\pdom\\dom\\c'"
uniform,0,0,10,7,0.344743880016,0.344743880016,0.666666666667,1,9,8,2,5,"""['org.eclipse.cdt.core\\parser\\org\\eclipse\\cdt\\internal\\core\\dom\\parser\\cpp\\semantics'"
uniform,0,0,10,8,0.692320036527,0.362643828715,0.6625,3,11,11,2,5,"""['org.eclipse.cdt.core.tests\\model\\org\\eclipse\\cdt\\core\\settings\\model'"
uniform,0,0,10,9,0.868191445699,0.336638834764,0.902777777778,1,9,12,3,5,"""['org.eclipse.cdt.core\\model\\org\\eclipse\\cdt\\core\\settings\\model\\util'"
