algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.503529411765,0.225784313725,3.0,6.64705882353,9.94117647059,2.23529411765,1.29411764706,6.64705882353
randomForest,0,0,10,0.571960784314,0.290588235294,1.47058823529,7.41176470588,9.94117647059,2.23529411765,1.41176470588,7.41176470588
0.0,0.6,0.0,10,0.775294117647,0.400784313725,0.588235294118,8.41176470588,9.94117647059,2.23529411765,1.64705882353,8.41176470588
0.1,0.6,0.1,10,0.619215686275,0.339509803922,1.82352941176,7.88235294118,9.94117647059,2.23529411765,1.52941176471,7.88235294118
0.2,0.6,0.2,10,0.510784313725,0.310588235294,1.94117647059,6.64705882353,9.94117647059,2.23529411765,1.29411764706,6.64705882353
uniform,0,0,20,0.424901960784,0.136862745098,2.47058823529,9.35294117647,18.9411764706,3.35294117647,2.11764705882,9.35294117647
randomForest,0,0,20,0.309705882353,0.123823529412,1.35294117647,7.88235294118,18.9411764706,3.35294117647,1.64705882353,7.88235294118
0.0,0.6,0.0,20,0.832745098039,0.328480392157,0.529411764706,17.3529411765,18.9411764706,3.35294117647,3.52941176471,17.3529411765
0.1,0.6,0.1,20,0.578039215686,0.255882352941,1.94117647059,13.7058823529,18.9411764706,3.35294117647,2.82352941176,13.7058823529
0.2,0.6,0.2,20,0.345,0.138921568627,2.52941176471,7.52941176471,18.9411764706,3.35294117647,1.64705882353,7.52941176471
uniform,0,0,30,0.439019607843,0.146401960784,3.88235294118,14.0,26.3529411765,4.05882352941,2.35294117647,14.0
randomForest,0,0,30,0.253921568627,0.0977450980392,1.23529411765,7.23529411765,26.3529411765,4.05882352941,1.17647058824,7.23529411765
0.0,0.6,0.0,30,0.770196078431,0.267196078431,2.82352941176,22.4705882353,26.3529411765,4.05882352941,3.29411764706,22.4705882353
0.1,0.6,0.1,30,0.541470588235,0.193676470588,2.88235294118,17.0588235294,26.3529411765,4.05882352941,2.58823529412,17.0588235294
0.2,0.6,0.2,30,0.295980392157,0.104068627451,1.47058823529,8.11764705882,26.3529411765,4.05882352941,1.41176470588,8.11764705882
uniform,0,0,40,0.386470588235,0.13187254902,3.41176470588,12.8235294118,27.7058823529,4.05882352941,3.11764705882,12.8235294118
randomForest,0,0,40,0.299705882353,0.110098039216,1.88235294118,9.52941176471,27.7058823529,4.05882352941,2.11764705882,9.52941176471
0.0,0.6,0.0,40,0.882549019608,0.329176470588,1.29411764706,27.4117647059,27.7058823529,4.05882352941,5.58823529412,27.4117647059
0.1,0.6,0.1,40,0.506176470588,0.185882352941,2.82352941176,16.2941176471,27.7058823529,4.05882352941,3.47058823529,16.2941176471
0.2,0.6,0.2,40,0.297745098039,0.104019607843,1.05882352941,8.52941176471,27.7058823529,4.05882352941,2.05882352941,8.52941176471
