42,2,36,P,0.11
0,42,2,P,0.11
0,2,1,P,0.11
42,48,36,P,0.03
42,2,28,P,0.03
61,P,0.02
42,47,2,P,0.02
29,42,2,P,0.02
18,42,2,P,0.02
0,63,1,P,0.02
0,48,1,P,0.02
0,42,63,P,0.02
0,42,48,P,0.02
0,2,39,P,0.02
60,P,0.01
57,P,0.01
42,9,36,P,0.01
42,7,36,P,0.01
42,68,36,P,0.01
42,63,36,P,0.01
42,6,36,P,0.01
42,56,36,P,0.01
42,4,36,P,0.01
42,2,49,P,0.01
42,2,37,P,0.01
42,15,36,P,0.01
42,10,36,P,0.01
0,9,1,P,0.01
0,7,1,P,0.01
0,6,1,P,0.01
0,56,1,P,0.01
0,5,P,0.01
0,44,2,P,0.01
0,42,9,P,0.01
0,42,7,P,0.01
0,42,68,P,0.01
0,42,6,P,0.01
0,42,56,P,0.01
0,42,4,P,0.01
0,42,17,P,0.01
0,42,15,P,0.01
0,40,2,P,0.01
0,4,1,P,0.01
0,3,P,0.01
0,16,1,P,0.01
0,15,1,P,0.01
0,13,1,P,0.01
0,10,1,P,0.0
