0,1,P,0.59
0,52,5,P,0.04
0,52,42,P,0.04
1,28,P,0.03
0,79,P,0.02
0,27,P,0.02
0,13,P,0.02
0,100,P,0.02
1,30,P,0.01
1,104,P,0.01
0,83,P,0.01
0,52,96,P,0.01
0,52,85,P,0.01
0,52,75,P,0.01
0,52,7,P,0.01
0,52,6,P,0.01
0,52,49,P,0.01
0,52,48,P,0.01
0,52,47,P,0.01
0,52,44,P,0.01
0,52,43,P,0.01
0,52,33,P,0.01
0,52,10,P,0.0
