0,P,0.18
1,50,P,0.09
47,P,0.08
17,P,0.04
49,1,P,0.03
41,50,P,0.03
37,50,P,0.03
34,50,P,0.03
32,50,P,0.03
28,50,P,0.03
22,50,P,0.03
19,50,P,0.03
1,46,P,0.03
9,50,P,0.02
8,50,P,0.02
7,50,P,0.02
48,1,P,0.02
42,50,P,0.02
39,50,P,0.02
27,50,P,0.02
16,50,P,0.02
15,50,P,0.02
6,50,P,0.01
51,P,0.01
5,50,P,0.01
43,50,P,0.01
4,50,P,0.01
36,50,P,0.01
35,50,P,0.01
30,50,P,0.01
3,50,P,0.01
26,50,P,0.01
25,50,P,0.01
24,50,P,0.01
23,50,P,0.01
2,50,P,0.01
11,P,0.01
10,50,P,0.01
12,50,P,0.0
