1,28,P,0.5
0,1,P,0.12
25,28,P,0.07
69,28,3,P,0.05
1,20,P,0.03
0,25,P,0.02
69,28,8,P,0.01
69,28,55,P,0.01
69,28,54,P,0.01
69,28,33,P,0.01
69,28,30,P,0.01
69,28,15,P,0.01
69,28,12,P,0.01
69,20,P,0.01
69,14,28,P,0.01
69,11,28,P,0.01
25,20,P,0.01
0,69,3,P,0.01
0,69,10,P,0.0
