0,4,P,0.25
3,P,0.24
4,1,2,P,0.16
4,5,2,P,0.06
4,12,2,P,0.06
17,1,2,P,0.06
0,17,P,0.06
4,13,P,0.04
4,19,2,P,0.02
4,15,2,P,0.02
17,13,P,0.01
17,1,7,P,0.0
