2,P,0.25
1,3,P,0.25
0,1,P,0.25
0,9,P,0.06
0,11,P,0.06
11,3,P,0.03
9,3,P,0.02
8,P,0.02
10,P,0.02
1,17,P,0.02
0,16,P,0.0
