3,P,0.53
0,4,P,0.32
4,1,2,P,0.08
4,8,2,P,0.01
4,5,2,P,0.01
4,13,P,0.01
4,12,2,P,0.01
4,1,7,P,0.01
17,1,2,P,0.01
0,17,P,0.01
17,1,7,P,0.0
