2,3,1,P,0.32
2,4,P,0.25
2,15,1,P,0.08
2,13,1,P,0.08
2,21,1,P,0.06
2,25,P,0.05
4,17,P,0.04
2,12,P,0.04
2,9,P,0.02
2,14,P,0.02
2,10,P,0.02
2,8,P,0.01
0,17,P,0.01
0,16,P,0.0
