0,2,P,0.7
4,P,0.06
0,19,P,0.06
2,17,21,P,0.04
2,20,21,P,0.03
9,P,0.01
8,P,0.01
7,P,0.01
2,3,P,0.01
2,20,15,P,0.01
2,20,14,P,0.01
2,20,13,P,0.01
2,20,12,P,0.01
2,17,18,P,0.01
2,17,14,P,0.01
2,17,13,P,0.01
17,21,19,P,0.01
16,P,0.01
11,P,0.01
10,P,0.01
17,12,19,P,0.0
