0,P,0.81
7,P,0.03
3,P,0.03
11,P,0.03
1,P,0.03
17,16,2,P,0.01
17,14,2,P,0.01
15,16,2,P,0.01
15,14,2,P,0.01
15,10,2,P,0.0
