0,2,P,0.72
2,20,21,P,0.05
0,19,P,0.05
4,P,0.04
2,3,P,0.02
2,20,12,P,0.02
2,17,21,P,0.02
9,P,0.01
2,20,18,P,0.01
2,20,15,P,0.01
2,20,14,P,0.01
2,17,18,P,0.01
2,17,14,P,0.01
2,17,12,P,0.01
2,13,20,P,0.01
10,P,0.0
