0,2,P,0.4
4,P,0.2
0,17,P,0.1
2,18,19,P,0.09
2,15,19,P,0.09
14,P,0.04
8,P,0.01
2,3,P,0.01
2,18,13,P,0.01
2,18,12,P,0.01
2,18,11,P,0.01
2,15,16,P,0.01
2,15,13,P,0.01
2,15,12,P,0.01
2,15,11,P,0.01
10,P,0.0
