0,1,34,P,0.31
0,1,37,P,0.18
0,1,35,P,0.18
0,1,40,P,0.17
0,36,P,0.05
0,1,2,P,0.02
8,36,P,0.01
0,33,P,0.01
0,15,P,0.01
0,13,2,P,0.01
0,1,27,P,0.0
