0,2,P,0.4
10,11,2,P,0.38
8,10,2,P,0.09
0,25,P,0.02
10,11,27,P,0.01
10,11,26,P,0.01
10,11,25,P,0.01
10,11,21,P,0.01
10,11,20,P,0.01
0,27,P,0.01
0,26,P,0.01
0,21,P,0.01
0,20,P,0.01
0,16,P,0.0
