0,P,0.63
4,P,0.09
7,6,P,0.06
9,P,0.04
13,P,0.04
10,P,0.04
7,5,P,0.02
3,P,0.02
2,P,0.02
8,P,0.01
12,P,0.01
11,P,0.01
1,P,0.01
