17,P,0.88
8,P,0.01
7,P,0.01
5,P,0.01
3,P,0.01
21,P,0.01
19,P,0.01
15,P,0.01
13,P,0.01
12,P,0.01
10,P,0.01
1,P,0.01
0,P,0.01
11,P,0.0
