0,P,0.42
77,92,P,0.11
77,96,P,0.09
77,49,P,0.06
78,83,P,0.05
74,P,0.03
78,87,P,0.02
78,70,P,0.02
78,64,P,0.02
78,43,P,0.02
78,100,P,0.02
77,64,P,0.02
77,43,P,0.02
78,85,P,0.01
13,83,92,P,0.01
116,P,0.0
