0,P,0.64
12,17,P,0.06
12,16,P,0.06
12,15,P,0.06
12,1,P,0.06
16,18,P,0.03
12,19,P,0.01
12,14,P,0.01
11,17,18,P,0.01
11,14,18,P,0.0
