9,P,0.35
0,P,0.11
15,20,P,0.07
11,16,P,0.07
11,15,P,0.06
24,P,0.04
12,P,0.04
14,16,20,P,0.02
11,28,P,0.02
11,18,P,0.02
8,11,P,0.01
28,20,P,0.01
21,20,P,0.01
18,20,P,0.01
15,43,P,0.01
15,22,P,0.01
11,43,P,0.01
11,36,P,0.01
11,35,P,0.01
11,30,P,0.01
11,23,P,0.01
11,21,P,0.01
10,P,0.01
1,P,0.0
