algorithm,pBug,pValid,times,index,precision,recall,auc,wasted,tests,files,bugged,bugsIDS,pack
uniform,0,0,10,0,0.543647082844,0.543647082844,1.0,0,11,20,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
uniform,0,0,10,1,1.0,1.0,1.0,0,2,2,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs'"
uniform,0,0,10,2,0.791957536008,0.291005290928,0.599747474747,9,11,12,3,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\email'"
uniform,0,0,10,3,0.78230569265,0.214741317801,0.559821428571,4,4,8,4,5,"""['main\\org\\apache\\tools\\ant\\taskdefs'"
uniform,0,0,10,4,0.739162783105,0.219378444871,0.600490196078,10,9,17,4,5,"""['main\\org\\apache\\tools\\ant\\launch'"
uniform,0,0,10,5,0.738461538775,0.738461538775,1.0,0,5,8,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
uniform,0,0,10,6,0.248610356544,0.124305178272,0.833333333333,4,11,39,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional'"
uniform,0,0,10,7,0.794530853487,0.228040603367,0.793154761905,4,11,10,4,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
uniform,0,0,10,8,0.0737154302398,0.0737154302398,0.666666666667,2,11,24,1,5,"""['main\\org\\apache\\tools\\ant\\filters'"
uniform,0,0,10,9,0.813886092024,0.20222971176,0.588822055138,7,11,19,5,5,"""['main\\org\\apache\\tools\\ant\\taskdefs'"
uniform,0,0,10,10,0.754404394047,0.754404394047,1.0,0,11,25,1,5,"""['main\\org\\apache\\tools\\ant\\types'"
uniform,0,0,10,11,0.0909090912142,0.0909090912142,0.833333333333,1,2,3,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
uniform,0,0,10,12,1.0,1.0,1.0,0,2,2,2,5,"""['main\\org\\apache\\tools\\ant\\util'"
uniform,0,0,10,13,0.197489274638,0.0658297582127,0.449891774892,7,11,20,6,5,"""['main\\org\\apache\\tools\\ant'"
uniform,0,0,10,14,0.105191133251,0.105191133251,0.666666666667,2,11,12,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
uniform,0,0,10,15,0.90624999956,0.148437500095,0.700297619048,3,11,15,8,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\condition'"
uniform,0,0,10,16,0.669975389787,0.353174417445,0.6625,3,7,11,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\cvslib'"
uniform,0,0,10,17,0.636389338111,0.338985406913,0.6625,3,5,14,2,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\optional\\depend\\constantpool'"
uniform,0,0,10,18,0.914050712946,0.189417010186,0.861574074074,4,11,10,6,5,"""['main\\org\\apache\\tools\\ant\\taskdefs\\email'"
uniform,0,0,10,19,0.553663821312,0.291724766689,0.613095238095,6,6,14,2,5,"""['main\\org\\apache\\tools\\ant\\util'"
randomForest,0,0,10,0,0.957025560241,0.957025560241,1.0,0,11,20,1,5,"""['main\\org\\apache\\tools\\ant\\launch'"
