1,P,0.8986285870122043
2,P,0.09477723262163043
3,10,P,0.002246571478053575
3,18,P,0.002246571460864051
13,P,9.383884417983212E-4
16,P,3.074911298716422E-4
4,P,3.0749112196190966E-4
5,P,1.3902051220085444E-4
3,12,P,8.897312793572208E-5
3,11,P,8.897312793175067E-5
8,12,P,8.897312792747978E-5
14,P,7.467518517935465E-5
3,17,P,2.224328196092649E-5
12,19,P,2.2243281790733177E-5
3,6,P,1.3181204114473538E-5
3,7,P,9.38388457435319E-6
