2,P,0.4454301456288002
1,4,P,0.09354033111695062
1,6,P,0.09354033111693565
1,5,P,0.09354033111276036
3,4,P,0.09354033110827042
0,6,P,0.09354033110827024
4,6,P,0.03220240907303767
9,P,0.01617308485226323
4,10,P,0.008050602265025995
1,8,P,0.007662823911427673
0,5,10,P,0.004910866954577112
4,7,P,0.004770727270009015
0,3,8,P,0.004674313608723439
0,5,7,P,0.002910143634359888
6,8,P,0.0026380213465571644
3,8,P,0.002053011372545119
0,8,10,P,4.0229821847671344E-4
8,10,P,1.7669359964043587E-4
5,8,10,P,1.3849538224455112E-4
7,8,P,1.047073191242994E-4
