0,P,0.9948703309874024
4,P,0.002416199933870915
3,P,0.002416199933870915
1,2,P,1.630934974853667E-4
2,8,P,4.077337429391089E-5
2,7,P,4.077337429391089E-5
1,5,P,2.4161999607072993E-5
1,6,P,1.0923936427350267E-5
5,8,P,6.0404972583766264E-6
5,7,P,6.0404972583766264E-6
6,8,P,2.7309841156152948E-6
6,7,P,2.7309841156152948E-6
