2,P,0.6170617325769618
1,4,P,0.06787679097161356
1,6,P,0.0678767909716027
1,5,P,0.06787679096857294
3,4,P,0.06787679096531485
0,6,P,0.06787679096531472
4,6,P,0.012240077060450757
9,P,0.011735869295894662
1,8,P,0.0055604667064729375
0,3,8,P,0.003391878176680895
4,10,P,0.0030600192638836725
0,5,10,P,0.0018666115886333853
4,7,P,0.0018133447496695592
3,8,P,0.0014897512349230744
0,5,7,P,0.0011061402971670646
6,8,P,0.0010027071110033532
0,8,10,P,1.529128204125546E-4
8,10,P,6.716091553219181E-5
7,8,P,3.9799061367359304E-5
5,8,10,P,2.7574298527961175E-5
