2,1,3,P,0.19
10,P,0.18
15,1,P,0.13
2,16,P,0.11
0,3,P,0.1
4,3,P,0.07
0,16,P,0.03
0,15,P,0.03
6,P,0.02
4,16,P,0.02
4,15,P,0.02
2,17,3,P,0.02
9,16,P,0.01
8,16,P,0.01
4,8,P,0.01
2,14,3,P,0.01
2,13,3,P,0.01
15,17,P,0.01
15,16,P,0.01
12,16,P,0.01
11,16,P,0.0
