1,3,P,0.6
0,2,3,P,0.22
5,3,P,0.03
0,9,3,P,0.03
0,8,3,P,0.03
6,3,P,0.02
1,12,P,0.02
1,11,P,0.01
0,7,3,P,0.01
0,12,P,0.01
0,10,3,P,0.01
0,10,11,P,0.0
