1,2,P,0.89
14,P,0.02
13,P,0.02
9,2,P,0.01
8,2,P,0.01
4,2,P,0.01
0,2,7,P,0.01
0,2,5,P,0.01
0,2,10,P,0.01
0,11,3,P,0.0
