2,P,0.6
9,P,0.06
4,6,P,0.06
1,5,P,0.06
1,6,P,0.05
0,6,P,0.05
4,3,P,0.04
1,4,P,0.03
4,7,P,0.01
4,10,P,0.01
0,3,5,P,0.01
0,10,5,P,0.0
