0,P,0.69
6,9,P,0.07
6,1,P,0.07
7,5,P,0.04
8,5,P,0.03
6,5,P,0.03
6,10,P,0.02
8,4,9,P,0.01
8,4,1,P,0.01
7,9,2,P,0.01
7,4,9,P,0.01
7,4,1,P,0.01
7,2,1,P,0.01
11,5,P,0.01
11,4,1,P,0.0
