0,1,P,0.19
0,9,8,P,0.07
0,46,P,0.03
0,43,P,0.03
1,23,P,0.02
0,9,86,P,0.02
0,9,44,P,0.02
0,88,P,0.02
0,121,8,P,0.02
120,P,0.01
1,41,P,0.01
1,22,P,0.01
1,11,P,0.01
1,10,P,0.01
0,9,34,P,0.01
0,9,21,P,0.01
0,89,9,P,0.01
0,87,9,P,0.01
0,84,P,0.01
0,80,P,0.01
0,77,P,0.01
0,71,8,P,0.01
0,70,9,P,0.01
0,7,86,P,0.01
0,7,8,P,0.01
0,7,44,P,0.01
0,69,9,P,0.01
0,68,P,0.01
0,67,P,0.01
0,66,P,0.01
0,6,P,0.01
0,52,9,P,0.01
0,51,P,0.01
0,50,P,0.01
0,49,P,0.01
0,48,9,P,0.01
0,47,P,0.01
0,45,P,0.01
0,39,P,0.01
0,36,8,P,0.01
0,31,P,0.01
0,3,P,0.01
0,25,P,0.01
0,16,P,0.01
0,15,P,0.01
0,13,P,0.01
0,121,86,P,0.01
0,12,P,0.01
0,116,P,0.01
0,113,P,0.01
0,100,P,0.0
