0,P,0.33
207,215,P,0.15
207,174,P,0.12
207,212,P,0.06
205,215,P,0.06
60,207,P,0.03
95,207,P,0.02
220,P,0.02
207,231,P,0.02
207,225,P,0.02
146,207,P,0.02
50,207,P,0.01
207,68,P,0.01
207,62,P,0.01
202,P,0.01
171,215,P,0.01
158,215,P,0.01
158,174,P,0.01
101,215,P,0.01
1,P,0.0
