1,2,P,0.7
0,5,2,P,0.11
5,2,3,P,0.04
13,2,P,0.03
1,8,P,0.03
1,12,P,0.03
1,9,P,0.02
5,6,2,P,0.01
5,2,11,P,0.01
0,5,8,P,0.0
