1,3,P,0.7
0,2,3,P,0.19
5,3,P,0.02
0,9,3,P,0.02
6,3,P,0.01
1,12,P,0.01
0,8,3,P,0.01
0,7,3,P,0.01
0,10,3,P,0.01
0,10,11,P,0.0
