0,P,0.57
6,1,P,0.1
7,2,1,P,0.07
8,5,P,0.04
7,5,P,0.04
8,9,2,P,0.03
7,9,2,P,0.03
7,4,1,P,0.03
6,9,P,0.02
6,5,P,0.02
8,4,9,P,0.01
8,4,1,P,0.01
8,3,2,1,P,0.01
6,10,P,0.01
11,4,1,P,0.0
