0,P,0.64
8,5,P,0.06
6,9,P,0.06
6,5,P,0.06
6,1,P,0.06
7,5,P,0.04
6,10,P,0.02
8,9,2,P,0.01
8,4,9,P,0.01
7,9,2,P,0.01
7,4,9,P,0.01
7,4,1,P,0.01
7,2,1,P,0.01
11,4,1,P,0.0
