algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.25175,0.2245,4.95,6.35,12.85,1.3,1.4,6.35
randomForest,0,0,10,0.17775,0.151,3.25,4.25,12.85,1.3,1.0,4.25
0.0,0.6,0.0,10,0.0,0.0,0.0,0,12.85,1.3,0,0
0.1,0.6,0.1,10,0.1395,0.11825,1.9,2.5,12.85,1.3,0.6,2.5
0.2,0.6,0.2,10,0.218,0.19925,3.4,4.4,12.85,1.3,1.0,4.4
uniform,0,0,20,0.246333333333,0.235166666667,8.65,11.25,22.15,1.5,2.6,11.25
randomForest,0,0,20,0.21925,0.195583333333,7.3,9.7,22.15,1.5,2.4,9.7
0.0,0.6,0.0,20,0.02575,0.0188333333333,0.85,1.05,22.15,1.5,0.2,1.05
0.1,0.6,0.1,20,0.13775,0.131333333333,3.2,4.4,22.15,1.5,1.2,4.4
0.2,0.6,0.2,20,0.150833333333,0.144666666667,4.4,6.0,22.15,1.5,1.6,6.0
uniform,0,0,30,0.242666666667,0.228916666667,13.1,15.7,27.0,1.5,2.6,15.7
randomForest,0,0,30,0.205666666667,0.173333333333,9.5,11.3,27.0,1.5,1.8,11.3
0.0,0.6,0.0,30,0.0,0.0,0.0,0,27.0,1.5,0,0
0.1,0.6,0.1,30,0.202166666667,0.191333333333,6.0,7.4,27.0,1.5,1.4,7.4
0.2,0.6,0.2,30,0.245666666667,0.238083333333,10.4,12.6,27.0,1.5,2.2,12.6
uniform,0,0,40,0.256666666667,0.244166666667,14.1,17.85,28.2,1.5,3.75,17.85
randomForest,0,0,40,0.215833333333,0.192333333333,13.35,16.55,28.2,1.5,3.2,16.55
0.0,0.6,0.0,40,0.0,0.0,0.0,0,28.2,1.5,0,0
0.1,0.6,0.1,40,0.188,0.177416666667,5.75,7.4,28.2,1.5,1.65,7.4
0.2,0.6,0.2,40,0.250083333333,0.24225,11.25,14.4,28.2,1.5,3.15,14.4
