2,P,0.9963542603602525
0,31,P,0.0018870383356817324
0,29,P,0.0016824356246820655
14,P,3.6114248305250886E-5
0,20,38,P,2.4908856698857402E-5
0,37,P,1.4951543972058261E-5
13,P,2.9103040760726283E-7
