0,1,P,0.5328433253105901
0,40,P,0.04585946650626401
1,47,48,P,0.03852195187420628
0,41,P,0.027175980162365974
0,29,P,0.0193469624391403
0,30,P,0.01502722998788325
0,14,P,0.015027229987459692
0,5,P,0.012286594037494058
0,38,P,0.012286594037431852
0,2,P,0.012286594012853607
0,19,P,0.012286593463241192
0,23,P,0.010392264982067145
0,46,P,0.010392264976750408
0,6,P,0.010392264957080977
0,43,P,0.010392264957080977
0,28,P,0.010392264957080977
0,11,P,0.010392264957080977
0,39,P,0.010392264949148253
0,17,P,0.010392264949148253
0,4,P,0.010392264931363705
0,27,P,0.009004412326220098
0,9,P,0.009004412326157457
0,44,P,0.009004412326157457
0,42,P,0.009004412326157457
0,20,P,0.009004412326157457
0,45,P,0.009004412310301376
0,18,P,0.00900441230398121
0,31,P,0.009004412293182277
0,34,P,0.007943763388548488
0,3,P,0.00794376338124511
0,26,P,0.007943761144671609
0,16,P,0.00794376114245916
0,13,P,0.00794376114245916
0,25,P,0.007106758734460233
0,15,P,0.007106292927955861
0,7,P,0.00642938529417417
0,8,P,0.00586993860058022
1,24,47,P,0.0031534908270639127
1,5,47,P,0.0025801630476921765
1,4,47,P,0.00218237315463582
1,23,47,P,0.002182363635098343
1,31,47,P,0.0018909242028245865
1,45,47,P,0.0018909223778173646
1,18,47,P,0.0018909113554869414
1,3,47,P,0.0016681867765251832
10,P,0.0015123525540506665
1,25,47,P,0.0014924093797394212
1,8,47,P,0.0012326352866142152
12,P,9.77795053104098E-4
37,P,6.686659337394924E-4
36,P,6.686659337394924E-4
35,P,3.528015963092803E-4
33,P,2.6807686489493005E-4
32,P,2.6807686489493005E-4
22,P,2.0847306004308623E-4
21,P,1.6532136512508488E-4
