0,1,P,0.5708247403851557
0,47,P,0.14270615168815823
0,35,P,0.0323388081546091
0,21,P,0.028020067143319023
0,54,P,0.026190017382719984
0,55,P,0.023291009597876784
0,13,P,0.022114919996592482
0,53,P,0.020969007250567134
0,37,P,0.02096900725056709
0,20,P,0.019067518860632234
0,36,P,0.019067518860628185
0,23,P,0.018266164816554877
0,32,P,0.01826616481655483
0,30,P,0.017481900456428754
42,P,0.002097273237277931
1,54,56,P,0.001668558951079588
1,37,56,P,0.0013504370343404533
1,53,56,P,0.0013504348421469476
1,20,56,P,0.0012329120517544326
1,36,56,P,0.001232833570609947
1,30,56,P,0.0011340267109273175
0,48,P,8.372933483087094E-4
39,P,8.1260707205516E-4
38,P,8.1260707205516E-4
25,P,6.9366350968262E-4
22,P,5.968538933312813E-4
1,56,57,P,3.8149178188416193E-4
0,34,P,3.785505950939107E-4
0,29,P,2.9614770003020386E-4
0,16,P,2.774264073595863E-4
0,51,P,2.774264073595824E-4
0,7,P,2.593071027993799E-4
0,44,P,2.5930710279921886E-4
0,2,P,2.447477594683676E-4
0,26,P,2.3060405542452335E-4
0,6,P,2.3060405542452253E-4
0,4,P,2.1895960392695683E-4
0,3,P,2.1895960392673413E-4
0,50,P,2.1895960392665824E-4
0,33,P,2.1895960392665824E-4
0,19,P,2.1895960392664932E-4
0,46,P,1.980896919865133E-4
0,27,P,1.9808969198651275E-4
0,52,P,1.980896919865127E-4
0,49,P,1.980896919865127E-4
0,8,P,1.9808969198651204E-4
0,11,P,1.8085311699559284E-4
0,40,P,1.7308812333107342E-4
0,31,P,1.6637680743587E-4
0,15,P,1.6637680743581104E-4
0,5,P,1.5979744871178663E-4
0,18,P,1.5404673377786306E-4
0,17,P,1.434184507469293E-4
0,9,P,1.3416232545028237E-4
0,10,P,1.298728092475336E-4
45,P,5.996915582582376E-5
12,P,4.43134139321804E-5
14,P,3.3671618661821706E-5
1,28,56,P,2.161255529685277E-5
43,P,2.0765081557207238E-5
1,29,56,P,1.8726245971230092E-5
1,7,56,P,1.6520330124191317E-5
1,6,56,P,1.4779692855640674E-5
1,26,56,P,1.4779688036687708E-5
1,5,56,P,1.0389752834050655E-5
41,P,9.508869068399884E-6
1,10,56,P,8.49218880476928E-6
24,P,5.12138275335357E-6
