algorithm,pBug,pValid,times,precision_avg,recall_avg,auc_avg,wasted_avg,tests_avg,files_avg,bugged_avg
uniform,0,0,10,0.665825835354,0.283200164017,0.817212301587,1.71428571429,9.42857142857,16.0714285714,2.71428571429
randomForest,0,0,10,0.498005185722,0.260939428701,0.687993240225,3.35714285714,9.42857142857,16.0714285714,2.71428571429
0.0,0.6,0.0,10,0.984320472882,0.53389032658,0.991220238095,0.214285714286,9.42857142857,16.0714285714,2.71428571429
0.1,0.6,0.1,10,0.883288205214,0.467498573427,0.976339285714,0.214285714286,9.42857142857,16.0714285714,2.71428571429
0.2,0.6,0.2,10,0.821644187202,0.432669387552,0.958482142857,0.285714285714,9.42857142857,16.0714285714,2.71428571429
uniform,0,0,20,0.709475405436,0.264098855254,0.692477940822,12.1428571429,17.2142857143,31.4285714286,4.07142857143
randomForest,0,0,20,0.615428600769,0.268656846663,0.614811377887,13.6428571429,17.2142857143,31.4285714286,4.07142857143
0.0,0.6,0.0,20,0.985681044682,0.402570451688,0.819272158509,11.6428571429,17.2142857143,31.4285714286,4.07142857143
0.1,0.6,0.1,20,0.889179359583,0.37202533264,0.804391206128,11.6428571429,17.2142857143,31.4285714286,4.07142857143
0.2,0.6,0.2,20,0.828795844238,0.351704475155,0.789510253747,11.6428571429,17.2142857143,31.4285714286,4.07142857143
uniform,0,0,30,0.697997055979,0.231823622196,0.590606065107,14.3571428571,24.3571428571,47.0,5.14285714286
randomForest,0,0,30,0.700763392217,0.250353116853,0.561217283981,16.7142857143,24.3571428571,47.0,5.14285714286
0.0,0.6,0.0,30,0.932634433027,0.324971573158,0.672845766543,14.1428571429,24.3571428571,47.0,5.14285714286
0.1,0.6,0.1,30,0.836394470266,0.302412364417,0.650524337971,14.1428571429,24.3571428571,47.0,5.14285714286
0.2,0.6,0.2,30,0.777772298787,0.285701081252,0.650524337971,14.1428571429,24.3571428571,47.0,5.14285714286
uniform,0,0,40,0.699316205679,0.233322871412,0.5873560415,15.9285714286,28.8571428571,52.1428571429,5.14285714286
randomForest,0,0,40,0.688169517285,0.244878275096,0.55371276288,18.0,28.8571428571,52.1428571429,5.14285714286
0.0,0.6,0.0,40,0.932328749761,0.324791325027,0.669595742936,15.7142857143,28.8571428571,52.1428571429,5.14285714286
0.1,0.6,0.1,40,0.837191596453,0.302907198751,0.647274314365,15.7142857143,28.8571428571,52.1428571429,5.14285714286
0.2,0.6,0.2,40,0.778038271745,0.286077450257,0.647274314365,15.7142857143,28.8571428571,52.1428571429,5.14285714286
