0,P,0.6303120313056141
9,11,P,0.06303120348817655
9,43,P,0.01575780087101302
9,19,P,0.01575780087101302
9,31,P,0.01575780085523108
9,27,P,0.01575780085523108
9,25,P,0.01575780085519703
6,P,0.009848625531389888
9,34,P,0.009337956070700907
9,28,P,0.009337956070700901
2,9,P,0.006647822241810724
9,53,P,0.006647822185252042
11,44,65,P,0.006303120348031403
3,P,0.005290211664995864
30,P,0.0052902116649958635
9,59,P,0.005163516189511207
9,42,P,0.005163516189511207
9,26,P,0.005163516189511207
9,13,P,0.005163516189511207
9,21,P,0.005163516189351767
9,18,P,0.005163516189351767
9,16,P,0.005163516189351767
9,20,P,0.005163516188407666
1,9,P,0.005163516181106212
7,9,P,0.004221804502296233
9,33,P,0.004221804460845349
9,22,P,0.004221804460845349
9,63,P,0.004221804460821027
9,55,P,0.004221804460821027
9,50,P,0.004221804460821027
9,37,P,0.004221804460821027
5,9,P,0.003570892873906908
9,36,P,0.0035708928649411
9,12,P,0.0035708928649411
9,47,P,0.003570892846501695
9,41,P,0.003570892846501695
9,40,P,0.0035708928014076343
9,17,P,0.0035708928014076343
9,60,P,0.003570892799708847
9,56,P,0.003570892799708847
62,P,0.003169928641577506
46,P,0.003169928641577506
10,P,0.003169928641577506
9,48,P,0.0030940119274413093
9,23,P,0.0030940119130945082
9,64,P,0.0030940117962372574
9,61,P,0.0030940117962372574
9,58,P,0.0030940117962372574
9,57,P,0.0030940117962372574
9,52,P,0.003094011754545904
9,39,P,0.003094011754545904
9,54,P,0.002729561665655363
9,38,P,0.0027295615038119307
9,35,P,0.0027295615038119307
9,51,P,0.0027295615034998414
9,49,P,0.002209205228112793
29,P,0.002049482812247023
8,P,0.0020494828122470227
45,P,0.0020494828122470227
4,P,0.0020494828122470227
15,P,0.0020494828122470227
24,P,0.0014015404700439807
14,P,0.0014015404700439807
32,P,5.618957932125417E-4
