65,P,0.26864039666905726
66,P,0.26864039627917347
40,P,0.26864039627917347
49,P,0.0422202313914591
29,P,0.038085782561994394
56,P,0.018580669211028508
9,64,P,0.011515792028143124
28,P,0.007682083824631876
0,P,0.004810123504877356
62,P,0.002659805907614428
57,P,0.002659805907614428
24,P,0.002659805907614428
69,P,0.0026598059037541925
39,P,0.0026598059037541925
32,P,0.0026598059037541925
3,P,0.0026598059037541925
2,P,0.0026598059037541925
1,P,0.0026598059037541925
7,P,0.001689151746457137
68,P,0.001689151746457137
63,P,0.001689151746457137
5,P,0.001689151746457137
43,P,0.001689151746457137
36,P,0.001689151746457137
35,P,0.001689151746457137
34,P,0.001689151746457137
23,P,0.001689151746457137
21,P,0.001689151746457137
17,P,0.001689151746457137
14,P,0.001689151746457137
12,P,0.001689151746457137
61,P,0.0011681535830502946
22,P,0.0011681535830502946
18,P,0.0011681535830502946
67,P,0.0011681535790566471
6,P,0.0011681535790566471
53,P,0.0011681535790566471
4,P,0.0011681535790566471
38,P,0.0011681535790566471
11,P,0.0011681535790566471
44,P,9.417085106691373E-4
8,P,8.560986460628521E-4
72,P,8.560986460628521E-4
48,P,8.560986460628521E-4
42,P,8.560986460628521E-4
37,P,8.560986460628521E-4
19,P,8.560986460628521E-4
16,P,8.560986460628521E-4
9,26,P,7.69619764905877E-4
54,P,6.543948893813472E-4
52,P,6.543948893813472E-4
20,P,6.543948893813472E-4
13,P,6.543948893813472E-4
25,P,6.543948893813469E-4
60,P,6.206107389617375E-4
15,P,5.164830814059047E-4
46,P,4.180221078662086E-4
10,P,2.899961021093656E-4
58,P,2.4701234229548044E-4
9,70,P,1.9240494086108213E-4
9,51,P,1.9240494086108213E-4
9,50,P,1.9240494086108213E-4
9,41,P,1.9240494086108213E-4
9,33,P,1.9240494086108213E-4
55,P,1.287210130829611E-4
30,P,1.155157978311292E-4
9,45,P,1.1401774285295688E-4
26,71,P,1.1401774285280664E-4
47,P,1.0424360753351214E-4
9,27,P,8.117083439608948E-5
9,59,P,6.304723023584851E-5
9,31,P,2.2643887008549005E-5
